adm1+name,adm1+pcode,adm2+pcode,adm2+name,affected+idps+ind,affected+idps+hh,adm1+origin+name,adm1+origin+pcode,adm2+origin+pcode,adm2+origin+name
River Nile,SD16,SD16009,Al Matama,185,37,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,1020,204,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,930,186,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,865,173,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,805,161,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,245,49,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,200,40,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,135,27,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,340,68,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,295,59,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,255,51,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,275,55,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,225,45,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,150,30,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,270,54,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,225,45,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,175,35,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,365,73,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,290,58,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,210,42,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,420,84,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,365,73,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,320,64,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,435,87,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,375,75,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,340,68,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,295,59,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,260,52,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,255,51,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,405,81,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,350,70,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,300,60,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,425,85,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,365,73,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,315,63,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,215,43,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,165,33,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,225,45,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,210,42,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,160,32,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,130,26,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,260,52,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,215,43,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,340,68,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,240,48,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,190,38,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,300,60,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,280,56,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,220,44,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,320,64,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,280,56,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,240,48,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,500,100,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,440,88,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,420,84,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,390,78,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,465,93,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,420,84,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,365,73,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,210,42,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,165,33,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,125,25,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,215,43,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,165,33,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,295,59,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,250,50,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,230,46,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,265,53,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,215,43,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,200,40,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,175,35,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,255,51,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,150,30,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,220,44,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,180,36,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,130,26,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,235,47,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,180,36,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,125,25,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,210,42,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16009,Al Matama,165,33,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,215,43,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,165,33,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,200,40,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,165,33,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,200,40,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16009,Al Matama,170,34,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16009,Al Matama,215,43,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16009,Al Matama,150,30,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16012,Atbara,2325,465,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,2235,447,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,2200,440,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16012,Atbara,2155,431,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16012,Atbara,2075,415,Khartoum,SD01,SD01001,Jebel Awlia
River Nile,SD16,SD16012,Atbara,380,76,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,235,47,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,185,37,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,120,24,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16012,Atbara,540,108,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,485,97,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,445,89,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16012,Atbara,370,74,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16012,Atbara,220,44,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,160,32,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,150,30,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16012,Atbara,410,82,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,350,70,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,310,62,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16012,Atbara,225,45,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,225,45,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,30,6,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,145,29,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,1150,230,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,695,139,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,510,102,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16012,Atbara,215,43,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,205,41,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,1665,333,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,865,173,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,805,161,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16012,Atbara,760,152,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16012,Atbara,285,57,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,1750,368,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,1625,343,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,1105,221,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16012,Atbara,335,67,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16012,Atbara,360,72,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16012,Atbara,295,59,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16012,Atbara,255,51,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16013,Barbar,375,75,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16013,Barbar,380,76,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,360,72,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,350,70,Khartoum,SD01,SD01005,Karrari
River Nile,SD16,SD16013,Barbar,325,65,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16013,Barbar,490,98,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16013,Barbar,340,68,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,460,92,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,440,88,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16013,Barbar,410,82,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16013,Barbar,360,72,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16013,Barbar,525,105,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16013,Barbar,485,97,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,440,88,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16013,Barbar,405,81,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16013,Barbar,780,156,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16013,Barbar,725,145,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,680,136,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16013,Barbar,635,127,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16013,Barbar,740,148,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16013,Barbar,660,132,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,635,127,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16013,Barbar,605,121,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16013,Barbar,325,65,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,595,119,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16013,Barbar,550,110,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16013,Barbar,505,101,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16013,Barbar,450,90,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,260,52,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,150,30,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,105,21,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,260,52,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,270,54,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,310,62,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,205,41,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,150,30,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,200,40,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,200,40,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,190,38,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,125,25,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,80,16,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,305,61,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,265,53,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,180,36,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,260,52,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,200,40,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,140,28,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,175,35,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,300,60,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,75,15,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,395,79,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,215,43,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,155,31,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,115,23,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,90,18,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,125,25,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,300,60,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,205,41,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,160,32,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,200,40,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,150,30,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,55,11,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,45,9,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,35,7,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,780,156,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,735,147,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,685,137,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,645,129,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,70,14,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,70,14,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,190,38,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,160,32,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,225,45,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,195,39,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,205,41,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,215,43,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,75,15,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,65,13,Khartoum,SD01,SD01002,Um Bada
River Nile,SD16,SD16010,Shendi,145,29,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,135,27,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,140,28,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,70,14,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,1105,221,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,1065,213,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,1035,207,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,835,167,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,120,24,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,55,11,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,245,49,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,270,54,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,230,46,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,40,8,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,335,67,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,275,55,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,190,38,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,340,68,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,305,61,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,245,49,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,385,77,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,270,54,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,285,57,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,230,46,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,165,33,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,950,190,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,200,40,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,150,30,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,65,26,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,65,13,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,205,41,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,210,42,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,185,37,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,200,40,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,165,33,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,150,30,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,270,54,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,205,41,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,155,31,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,265,53,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,255,51,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,225,45,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,300,60,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,25,5,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,265,53,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,195,39,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,2570,514,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,2430,486,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,2290,458,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,2080,416,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,305,61,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,400,80,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,365,73,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,250,50,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,200,40,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,150,30,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,100,20,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,50,10,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,1190,238,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,1100,220,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,1045,209,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,925,185,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,920,184,Khartoum,SD01,SD01001,Jebel Awlia
River Nile,SD16,SD16010,Shendi,245,49,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,190,38,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,125,25,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,265,53,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,215,43,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,1125,225,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,1105,221,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,1015,203,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,940,188,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,895,179,Khartoum,SD01,SD01001,Jebel Awlia
River Nile,SD16,SD16010,Shendi,1420,284,Khartoum,SD01,SD01007,Khartoum
River Nile,SD16,SD16010,Shendi,1390,278,Khartoum,SD01,SD01003,Bahri
River Nile,SD16,SD16010,Shendi,1330,266,Khartoum,SD01,SD01006,Um Durman
River Nile,SD16,SD16010,Shendi,1290,258,Khartoum,SD01,SD01004,Sharg An Neel
River Nile,SD16,SD16010,Shendi,1190,238,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09044,Ad Diwaim,100,20,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09044,Ad Diwaim,235,47,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09044,Ad Diwaim,220,44,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09044,Ad Diwaim,195,39,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09044,Ad Diwaim,250,50,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09044,Ad Diwaim,200,40,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09044,Ad Diwaim,190,38,Khartoum,SD01,SD01003,Bahri
White Nile,SD09,SD09044,Ad Diwaim,155,31,Khartoum,SD01,SD01006,Um Durman
White Nile,SD09,SD09044,Ad Diwaim,150,30,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09044,Ad Diwaim,170,34,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09044,Ad Diwaim,160,32,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09044,Ad Diwaim,210,42,Khartoum,SD01,SD01001,Jebel Awlia
White Nile,SD09,SD09044,Ad Diwaim,225,45,Khartoum,SD01,SD01007,Khartoum
White Nile,SD09,SD09044,Ad Diwaim,210,42,Khartoum,SD01,SD01006,Um Durman
